Region,Area,Territory,Town Code,SAP Code,Town,OrderDate,SO Code,SO Name,Route Code,Route Name,Outlet Code,Outlet Name,Brand Name,SKU Code,Order SKU Name,Order in Pcs,Free in PCS,Order Gross Value(TP),Free Order Value(TP),Discount,Net Order Value(TP),BusinessType
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00050,Md. Al-Mamun,B-008865,Bagbari,C340047,Kowser Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,56,4,95,6.8,0,95.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00050,Md. Al-Mamun,B-008865,Bagbari,C340057,Jhura Cosmetic,LILY,1400000121,LILY Cucumber Facewash Gel 100ml,2,2,236,236.22,0,236.22,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00050,Md. Al-Mamun,B-008865,Bagbari,C340057,Jhura Cosmetic,LILY,1400000123,LILY Lemon Facewash Gel 100ml,2,0,236,0,0,236.22,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00050,Md. Al-Mamun,B-008865,Bagbari,C340059,Ma Babar Doya Store,LILY,1400001097,Lily Beli Pearls Beauty Soap-100gm(H)60tk,12,2,662,110.4,0,662.4,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00050,Md. Al-Mamun,B-008865,Bagbari,C340064,Vai Vai Gift Corner,LILY,1400000182,Lily Elegant Rose Beauty Soap 75 gm,3,0,124,0,0,123.84,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00050,Md. Al-Mamun,B-008865,Bagbari,C340064,Vai Vai Gift Corner,LILY,1400000183,Lily Milk Bath Beauty Soap 75 gm,3,0,124,0,0,123.84,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00050,Md. Al-Mamun,B-008865,Bagbari,C340064,Vai Vai Gift Corner,LILY,1400000382,Lily Beli Pearls Beauty Soap 75 gm,3,2,124,82.56,0,123.84,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00050,Md. Al-Mamun,B-008865,Bagbari,C340064,Vai Vai Gift Corner,LILY,1400000383,Lily Lime Punch Beauty Soap 75 gm,3,0,124,0,0,123.84,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00050,Md. Al-Mamun,B-008865,Bagbari,C340066,Maruf Cosmetik,LILY,1400000182,Lily Elegant Rose Beauty Soap 75 gm,3,0,124,0,0,123.84,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00050,Md. Al-Mamun,B-008865,Bagbari,C340066,Maruf Cosmetik,LILY,1400000183,Lily Milk Bath Beauty Soap 75 gm,3,0,124,0,0,123.84,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00050,Md. Al-Mamun,B-008865,Bagbari,C340066,Maruf Cosmetik,LILY,1400000382,Lily Beli Pearls Beauty Soap 75 gm,3,2,124,82.56,0,123.84,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00050,Md. Al-Mamun,B-008865,Bagbari,C340066,Maruf Cosmetik,LILY,1400000383,Lily Lime Punch Beauty Soap 75 gm,3,0,124,0,0,123.84,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00050,Md. Al-Mamun,B-008865,Bagbari,C359735,Ms Toha Enter price,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,56,4,95,6.8,0,95.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00050,Md. Al-Mamun,B-008865,Bagbari,C366508,Salam store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,56,4,95,6.8,0,95.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C085274,Naim Noman Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,56,4,95,6.8,0,95.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C339567,Apon And Shipon Confectionary,LILY,1400001097,Lily Beli Pearls Beauty Soap-100gm(H)60tk,30,6,1656,331.2,0,1656,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C339577,Naim Noman Departmental Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,56,4,95,6.8,0,95.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C359595,Soyad Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,56,4,95,6.8,0,95.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C359597,wasim Store,LILY,1400000121,LILY Cucumber Facewash Gel 100ml,0,2,0,236.22,0,0,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C359597,wasim Store,LILY,1400000123,LILY Lemon Facewash Gel 100ml,4,0,472,0,0,472.44,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C366636,Anas store,LILY,1400000182,Lily Elegant Rose Beauty Soap 75 gm,3,0,124,0,0,123.84,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C366636,Anas store,LILY,1400000183,Lily Milk Bath Beauty Soap 75 gm,3,0,124,0,0,123.84,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C366636,Anas store,LILY,1400000382,Lily Beli Pearls Beauty Soap 75 gm,3,2,124,82.56,0,123.84,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C366636,Anas store,LILY,1400000383,Lily Lime Punch Beauty Soap 75 gm,3,0,124,0,0,123.84,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C366637,Nurul store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,56,4,95,6.8,0,95.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C366855,Khan department store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,56,4,95,6.8,0,95.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C366857,Ma store,LILY,1400001097,Lily Beli Pearls Beauty Soap-100gm(H)60tk,12,2,662,110.4,0,662.4,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C366860,Mithu Enterprise,LILY,1400001935,Lily Neem Facewash 100g,4,2,632,316,0,632,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C366862,Rehena traders,LILY,1400000121,LILY Cucumber Facewash Gel 100ml,0,2,0,236.22,0,0,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C366862,Rehena traders,LILY,1400000123,LILY Lemon Facewash Gel 100ml,4,0,472,0,0,472.44,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00700,Md. Faimul Hasan,B-006213,CC_Curipotti 2,C086807,Hasan Cosmetics,LILY,1400000121,LILY Cucumber Facewash Gel 100ml,0,4,0,472.44,0,0,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00700,Md. Faimul Hasan,B-006213,CC_Curipotti 2,C086807,Hasan Cosmetics,LILY,1400000123,LILY Lemon Facewash Gel 100ml,8,0,945,0,0,944.88,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00700,Md. Faimul Hasan,B-006213,CC_Curipotti 2,C367020,Jolpoddo enterprise,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,56,4,95,6.8,0,95.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00700,Md. Faimul Hasan,B-006213,CC_Curipotti 2,C367021,Kundu Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,56,4,95,6.8,0,95.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00700,Md. Faimul Hasan,B-006213,CC_Curipotti 2,C367022,Ma cosmetics,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,56,4,95,6.8,0,95.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00700,Md. Faimul Hasan,B-006213,CC_Curipotti 2,C367028,Shamim store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,56,4,95,6.8,0,95.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00701,Rony Roy,B-002890,Buriganj,C085051,Aftab Variet Store,LILY,1400000121,LILY Cucumber Facewash Gel 100ml,0,2,0,236.22,0,0,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00701,Rony Roy,B-002890,Buriganj,C085051,Aftab Variet Store,LILY,1400000123,LILY Lemon Facewash Gel 100ml,4,0,472,0,0,472.44,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00701,Rony Roy,B-002890,Buriganj,C263314,Abu Jaher Cosmetics,LILY,1400000121,LILY Cucumber Facewash Gel 100ml,4,2,472,236.22,0,472.44,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00701,Rony Roy,B-002890,Buriganj,C339526,rohim Cosmetic,LILY,1400002091,Lily Ultra Lite Hydra SerumGel 50g-180Tk,5,1,650,130,0,650,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00701,Rony Roy,B-002890,Buriganj,C339528,Abdullah Cosmetics,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,56,4,95,6.8,0,95.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00701,Rony Roy,B-002890,Buriganj,C339532,Atik Store,LILY,1400000121,LILY Cucumber Facewash Gel 100ml,0,6,0,708.66,0,0,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00701,Rony Roy,B-002890,Buriganj,C339532,Atik Store,LILY,1400000122,LILY Aloe Facewash Gel 100ml,12,0,1417,0,0,1417.32,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00701,Rony Roy,B-002890,Buriganj,C361667,Abdulla Cosmetice,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,56,4,95,6.8,0,95.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00701,Rony Roy,B-002890,Buriganj,C361669,A.B Cosmetice,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,56,4,95,6.8,0,95.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00701,Rony Roy,B-002890,Buriganj,C361670,Nipa Cosmetice,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,56,4,95,6.8,0,95.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00701,Rony Roy,B-002890,Buriganj,C361676,Maa-Baba Cosmetice,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,56,4,95,6.8,0,95.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00702,Md. Rabiul Islam,B-002917,Sherpur Hospital Road,C086655,Meju Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,24,0,41,0,0,40.8,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00702,Md. Rabiul Islam,B-002917,Sherpur Hospital Road,C086680,Repon Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,36,0,61,0,0,61.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00702,Md. Rabiul Islam,B-002917,Sherpur Hospital Road,C339798,Adil Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,12,0,20,0,0,20.4,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00702,Md. Rabiul Islam,B-002917,Sherpur Hospital Road,C339800,Amir Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,12,0,20,0,0,20.4,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00702,Md. Rabiul Islam,B-002917,Sherpur Hospital Road,C339801,Adorsho Cosmetics,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,12,0,20,0,0,20.4,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00702,Md. Rabiul Islam,B-002917,Sherpur Hospital Road,C339804,Jarip Store,ORIX,1400002512,Orix SilverWash PD 1KG-new,12,1,1547,128.89,0,1546.68,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00702,Md. Rabiul Islam,B-002917,Sherpur Hospital Road,C339812,Arif Dhoi Ghor,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,12,0,20,0,0,20.4,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00702,Md. Rabiul Islam,B-002917,Sherpur Hospital Road,C366876,Ma Fol Vandar,ORIX,1400002512,Orix SilverWash PD 1KG-new,12,1,1547,128.89,0,1546.68,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00702,Md. Rabiul Islam,B-002917,Sherpur Hospital Road,C366879,Sha-Alom Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,12,0,20,0,0,20.4,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00784,Abu Bokkur Siddik,B-002885,Ghoradhap,C085013,Israk Collection,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,68,4,116,6.8,0,115.6,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00784,Abu Bokkur Siddik,B-002885,Ghoradhap,C085040,Golam Store,LILY,1400001097,Lily Beli Pearls Beauty Soap-100gm(H)60tk,60,12,3312,662.4,0,3312,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00784,Abu Bokkur Siddik,B-002885,Ghoradhap,C359574,Noyon Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,68,4,116,6.8,0,115.6,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00784,Abu Bokkur Siddik,B-002885,Ghoradhap,C359576,Vai Vai Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,68,4,116,6.8,0,115.6,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00784,Abu Bokkur Siddik,B-002885,Ghoradhap,C359577,Jennah Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,68,4,116,6.8,0,115.6,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00784,Abu Bokkur Siddik,B-002885,Ghoradhap,C359578,Mayer Doa Soday Mod,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,68,4,116,6.8,0,115.6,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00784,Abu Bokkur Siddik,B-002885,Ghoradhap,C359580,Saikat Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,68,4,116,6.8,0,115.6,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00784,Abu Bokkur Siddik,B-002885,Ghoradhap,C359581,Khodoker store,LILY,1400001096,Lily Elegant Rose Beauty Soap-100gm(H)60tk,60,0,3312,0,0,3312,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00784,Abu Bokkur Siddik,B-002885,Ghoradhap,C359581,Khodoker store,LILY,1400001097,Lily Beli Pearls Beauty Soap-100gm(H)60tk,0,0,0,0,0,0,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00784,Abu Bokkur Siddik,B-002885,Ghoradhap,C361759,Saiful varaites Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,68,4,116,6.8,0,115.6,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00784,Abu Bokkur Siddik,B-002885,Ghoradhap,C361766,Rubel Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,68,4,116,6.8,0,115.6,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00784,Abu Bokkur Siddik,B-002885,Ghoradhap,C361767,Saju Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,68,4,116,6.8,0,115.6,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00784,Abu Bokkur Siddik,B-002885,Ghoradhap,C367069,Aryan Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,132,12,224,20.4,0,224.4,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00784,Abu Bokkur Siddik,B-002885,Ghoradhap,C367070,bhai bon Cosmetic,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,132,12,224,20.4,0,224.4,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00784,Abu Bokkur Siddik,B-002885,Ghoradhap,C367071,Bondhu Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,132,12,224,20.4,0,224.4,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00784,Abu Bokkur Siddik,B-002885,Ghoradhap,C367073,maa babar Dua Store,LILY,1400000165,LILY Elegant Rose Beauty Soap 35g,48,12,660,165.12,0,660.48,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00784,Abu Bokkur Siddik,B-002885,Ghoradhap,C367074,mama bhagina Store,LILY,1400001097,Lily Beli Pearls Beauty Soap-100gm(H)60tk,30,6,1656,331.2,0,1656,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00784,Abu Bokkur Siddik,B-002885,Ghoradhap,C367076,Shamim Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,132,12,224,20.4,0,224.4,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00892,Shuvo Das,B-009253,Gholabari,C087460,Zarifa Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,34,0,58,0,0,57.8,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00892,Shuvo Das,B-009253,Gholabari,C087467,Sagor Traders,LILY,1400000167,LILY Beli Pearls Beauty Soap 35g,10,2,138,27.52,0,137.6,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00892,Shuvo Das,B-009253,Gholabari,C087468,Tameem Store,LILY,1400000165,LILY Elegant Rose Beauty Soap 35g,10,2,138,27.52,0,137.6,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00892,Shuvo Das,B-009253,Gholabari,C087471,Ripon Store,LILY,1400001097,Lily Beli Pearls Beauty Soap-100gm(H)60tk,30,6,1656,331.2,0,1656,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00892,Shuvo Das,B-009253,Gholabari,C359894,Munni Store,LILY,1400001097,Lily Beli Pearls Beauty Soap-100gm(H)60tk,30,0,1656,0,0,1656,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00892,Shuvo Das,B-009253,Gholabari,C359913,Tuhin Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,34,0,58,0,0,57.8,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00892,Shuvo Das,B-009253,Gholabari,C361747,Shuyaib Store,LILY,1400000121,LILY Cucumber Facewash Gel 100ml,2,2,236,236.22,0,236.22,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00892,Shuvo Das,B-009253,Gholabari,C361747,Shuyaib Store,LILY,1400000123,LILY Lemon Facewash Gel 100ml,2,0,236,0,0,236.22,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00892,Shuvo Das,B-009253,Gholabari,C361762,Sotota Store,LILY,1400000121,LILY Cucumber Facewash Gel 100ml,0,2,0,236.22,0,0,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00892,Shuvo Das,B-009253,Gholabari,C361762,Sotota Store,LILY,1400000122,LILY Aloe Facewash Gel 100ml,2,0,236,0,0,236.22,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00892,Shuvo Das,B-009253,Gholabari,C361762,Sotota Store,LILY,1400000123,LILY Lemon Facewash Gel 100ml,2,0,236,0,0,236.22,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00921,Md. Raihan Hossain,B-009531,Fulbari,C366584,Bhai Bhai Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,72,4,122,6.8,0,122.4,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00921,Md. Raihan Hossain,B-009531,Fulbari,C366593,Dukhu Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,56,4,95,6.8,0,95.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00921,Md. Raihan Hossain,B-009531,Fulbari,C366612,Kalam Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,56,4,95,6.8,0,95.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00921,Md. Raihan Hossain,B-009531,Fulbari,C366620,Saqib Gift Corner,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,56,4,95,6.8,0,95.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00921,Md. Raihan Hossain,B-009531,Fulbari,C366622,Ikramul Store,LILY,1400000528,LILY Silkore Silk & Shine Shampoo 5.25ml,36,0,61,0,0,61.2,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C359600,Arif Dep.Store,ACNOL,1400001536,ACNOL Hygiene Soap WhiteShield 75g-50tk,1,0,45,0,5,40,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C359600,Arif Dep.Store,ACNOL,1400001537,ACNOL Hygiene Soap LimeFresh 75g-50tk,1,0,45,0,5,40,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C359600,Arif Dep.Store,ACNOL,1400001538,ACNOL Hygiene Soap RealAloe 75g-50tk,1,0,45,0,5,40,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00892,Shuvo Das,B-009253,Gholabari,C087461,Abu Taher Store,LILY,1400000182,Lily Elegant Rose Beauty Soap 75 gm,2,0,83,0,10.67,71.89,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00892,Shuvo Das,B-009253,Gholabari,C087461,Abu Taher Store,LILY,1400000382,Lily Beli Pearls Beauty Soap 75 gm,2,0,83,0,10.67,71.89,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00892,Shuvo Das,B-009253,Gholabari,C087461,Abu Taher Store,LILY,1400000383,Lily Lime Punch Beauty Soap 75 gm,2,0,83,0,10.67,71.89,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00050,Md. Al-Mamun,B-008865,Bagbari,C340048,New Juel Store,ACNOL,1400001839,Acnol Hygiene Soap Real Aloe 25gm,12,0,110,0,12,98.04,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00050,Md. Al-Mamun,B-008865,Bagbari,C340053,Bashal Store,ACNOL,1400001838,Acnol Hygiene Soap Lime Fresh 25gm,12,0,110,0,12,98.04,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00050,Md. Al-Mamun,B-008865,Bagbari,C359734,Muajjam Store 2,ACNOL,1400001839,Acnol Hygiene Soap Real Aloe 25gm,12,0,110,0,12,98.04,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C085280,Jihad Store,ACNOL,1400001838,Acnol Hygiene Soap Lime Fresh 25gm,12,0,110,0,12,98.04,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C263335,Ali Dept. store,ACNOL,1400001838,Acnol Hygiene Soap Lime Fresh 25gm,12,0,110,0,12,98.04,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C263336,Sodaipati,ACNOL,1400001838,Acnol Hygiene Soap Lime Fresh 25gm,12,0,110,0,12,98.04,Distributor-HPC
Bogura,Bogura,Bogura,D012,3100002830,Bogura,20-May-26,SO00699,Mobarok Hosain Sajol,B-002893,Jahurul Nagar,C359596,Rim Saha Store,ACNOL,1400001838,Acnol Hygiene Soap Lime Fresh 25gm,12,0,110,0,12,98.04,Distributor-HPC
